id,id_powiatu,nazwa
868,124,gm. Wiœniowa
869,125,gm. Che³miec
870,125,gm. Gródek nad Dunajcem
871,125,gm. Grybów
872,125,gm. Kamionka Wielka
873,125,gm. Korzenna
874,125,gm. Krynica-Zdrój
875,125,gm. £abowa
876,125,gm. £¹cko
877,125,gm. £ososina Dolna
878,125,gm. Muszyna
879,125,gm. Nawojowa
880,125,gm. Piwniczna-Zdrój
881,125,gm. Podegrodzie
882,125,gm. Rytro
883,125,gm. Stary S¹cz
884,125,m. Grybów
885,126,gm. Czarny Dunajec
886,126,gm. Czorsztyn
887,126,gm. Jab³onka
888,126,gm. Kroœcienko nad Dunajcem
889,126,gm. Lipnica Wielka
890,126,gm. £apsze Ni¿ne
891,126,gm. Nowy Targ
892,126,gm. Ochotnica Dolna
893,126,gm. Raba Wy¿na
894,126,gm. Rabka-Zdrój
895,126,gm. Spytkowice
896,126,gm. Szaflary
897,126,gm. Szczawnica
898,126,m. Nowy Targ
899,127,Nowy S¹cz
900,128,gm. Boles³aw
901,128,gm. Klucze
902,128,gm. Olkusz
903,128,gm. Trzyci¹¿
904,128,gm. Wolbrom
905,128,m. Bukowno
906,129,gm. Brzeszcze
907,129,gm. Che³mek
908,129,gm. Kêty
909,129,gm. Osiek
910,129,gm. Oœwiêcim
911,129,gm. Polanka Wielka
912,129,gm. Przeciszów
913,129,gm. Zator
914,129,m. Oœwiêcim
915,130,gm. Koniusza
916,130,gm. Koszyce
917,130,gm. Nowe Brzesko
918,130,gm. Pa³ecznica
919,130,gm. Proszowice
920,130,gm. Radziemice
921,131,gm. Budzów
922,131,gm. Bystra-Sidzina
923,131,gm. Jordanów
924,131,gm. Maków Podhalañski
925,131,gm. Stryszawa
926,131,gm. Zawoja
927,131,gm. Zembrzyce
928,131,m. Jordanów
929,131,m. Sucha Beskidzka
930,132,gm. Ciê¿kowice
931,132,gm. Gromnik
932,132,gm. Lisia Góra
933,132,gm. Pleœna
934,132,gm. Rad³ów
935,132,gm. Ryglice
936,132,gm. Rzepiennik Strzy¿ewski
937,132,gm. Skrzyszów
938,132,gm. Szerzyny
939,132,gm. Tarnów
940,132,gm. Tuchów
941,132,gm. Wierzchos³awice
942,132,gm. Wietrzychowice
943,132,gm. Wojnicz
944,132,gm. Zakliczyn
945,132,gm. ¯abno
946,133,Tarnów
947,134,gm. Bia³y Dunajec
948,134,gm. Bukowina Tatrzañska
949,134,gm. Koœcielisko
950,134,gm. Poronin
951,134,m. Zakopane
952,135,gm. Andrychów
953,135,gm. BrzeŸnica
954,135,gm. Kalwaria Zebrzydowska
955,135,gm. Lanckorona
956,135,gm. Mucharz
957,135,gm. Spytkowice
958,135,gm. Stryszów
959,135,gm. Tomice
960,135,gm. Wadowice
961,135,gm. Wieprz
962,136,gm. Biskupice
963,136,gm. Gdów
964,136,gm. K³aj
965,136,gm. Niepo³omice
966,136,gm. Wieliczka
967,137,gm. Bia³obrzegi
968,137,gm. Promna
969,137,gm. Radzanów
970,137,gm. Stara B³otnica
971,137,gm. Stromiec
972,137,gm. Wyœmierzyce
973,138,gm. Ciechanów
974,138,gm. Glinojeck
975,138,gm. Go³ymin-Oœrodek
976,138,gm. Grudusk
977,138,gm. Ojrzeñ
978,138,gm. Opinogóra Górna
979,138,gm. Regimin
980,138,gm. Soñsk
981,138,m. Ciechanów
982,139,gm. Borowie
983,139,gm. Garwolin
984,139,gm. Górzno
985,139,gm. £askarzew
986,139,gm. Maciejowice
987,139,gm. Miastków Koœcielny
988,139,gm. Parysów
989,139,gm. Pilawa
990,139,gm. Sobolew
991,139,gm. Trojanów
992,139,gm. Wilga
993,139,gm. ¯elechów
994,139,m. Garwolin
995,139,m. £askarzew
996,140,gm. Gostynin
997,140,gm. Pacyna
998,140,gm. Sanniki
999,140,gm. Szczawin Koœc.
1000,140,m. Gostynin
1001,141,gm. Baranów
1002,141,gm. Grodzisk Mazowiecki
1003,141,gm. Jaktorów
1004,141,gm. ¯abia Wola
1005,141,m. Milanówek
1006,141,m. Podkowa Leœna
1007,142,gm. Belsk Du¿y
1008,142,gm. B³êdów
1009,142,gm. Chynów
1010,142,gm. Goszczyn
1011,142,gm. Grójec
1012,142,gm. Jasieniec
1013,142,gm. Mogielnica
1014,142,gm. Nowe Miasto nad Pilic¹
1015,142,gm. Pniewy
1016,142,gm. Warka
1017,143,gm. Garbatka-Letnisko
1018,143,gm. G³owaczów
1019,143,gm. Gniewoszów
1020,143,gm. Grabów nad Pilic¹
1021,143,gm. Kozienice
1022,143,gm. Magnuszew
1023,143,gm. Sieciechów
1024,144,gm. Jab³onna
1025,144,gm. Nieporêt
1026,144,gm. Serock
1027,144,gm. Wieliszew
1028,144,m. Legionowo
1029,145,gm. Chotcza
1030,145,gm. Ciepielów
1031,145,gm. Lipsko
1032,145,gm. Rzeczniów
1033,145,gm. Sienno
1034,145,gm. Solec nad Wis³¹
1035,146,gm. Huszlew
1036,146,gm. £osice
1037,146,gm. Olszanka
1038,146,gm. Platerów
1039,146,gm. Sarnaki
1040,146,gm. Stara Kornica
1041,147,gm. Czerwonka
1042,147,gm. Karniewo
1043,147,gm. Krasnosielc
1044,147,gm. M³ynarze
1045,147,gm. P³oniawy-Bramura
1046,147,gm. Ró¿an
1047,147,gm. Rzewnie
1048,147,gm. Sypniewo
1049,147,gm. Szelków
1050,147,m. Maków Mazowiecki
1051,148,gm. Ceg³ów
1052,148,gm. Dêbe Wielkie
1053,148,gm. Dobre
1054,148,gm. Halinów
1055,148,gm. Jakubów
1056,148,gm. Ka³uszyn
1057,148,gm. Latowicz
1058,148,gm. Miñsk Mazowiecki
1059,148,gm. Mrozy
1060,148,gm. Siennica
1061,148,gm. Stanis³awów
1062,148,m. Miñsk Mazowiecki
1063,148,m. Sulejówek
1064,149,gm. Dzierzgowo
1065,149,gm. Lipowiec Koœcielny
1066,149,gm. Radzanów
1067,149,gm. Strzegowo
1068,149,gm. Stupsk
1069,149,gm. Szreñsk
1070,149,gm. Szyd³owo
1071,149,gm. Wieczfnia Koœcielna
1072,149,gm. Wiœniewo
1073,149,m. M³awa
1074,150,gm. Czosnów
1075,150,gm. Leoncin
1076,150,gm. Nasielsk
1077,150,gm. Pomiechówek
1078,150,gm. Zakroczym
1079,150,m. Nowy Dwór Mazowiecki
1080,151,gm. Baranowo
1081,151,gm. Czarnia
1082,151,gm. Czerwin
1083,151,gm. Goworowo
1084,151,gm. Kadzid³o
1085,151,gm. Lelis
1086,151,gm. £yse
1087,151,gm. Myszyniec
1088,151,gm. Olszewo-Borki
1089,151,gm. Rzekuñ
1090,151,gm. Troszyn
1091,152,Ostro³êka
1092,153,gm. Andrzejewo
1093,153,gm. Boguty-Pianki
1094,153,gm. Brok
1095,153,gm. Ma³kinia Górna
1096,153,gm. Nur
1097,153,gm. Ostrów Mazowiecka
1098,153,gm. Stary Lubotyñ
1099,153,gm. Szulborze Wielkie
1100,153,gm. W¹sewo
1101,153,gm. Zarêby Koœcielne
1102,153,m. Ostrów Mazowiecka
1103,154,gm. Celestynów
1104,154,gm. Karczew
1105,154,gm. Ko³biel
1106,154,gm. Osieck
1107,154,gm. Sobienie-Jeziory
1108,154,gm. Wi¹zowna
1109,154,m. Józefów
1110,154,m. Otwock
1111,155,gm. Góra Kalwaria
1112,155,gm. Konstancin-Jeziorna
1113,155,gm. Lesznowola
1114,155,gm. Piaseczno
1115,155,gm. Pra¿mów
1116,155,gm. Tarczyn
1117,156,P³ock
1118,157,gm. Bielsk
1119,157,gm. Bodzanów
1120,157,gm. Brudzeñ Du¿y
1121,157,gm. Bulkowo
1122,157,gm. Drobin
1123,157,gm. G¹bin
1124,157,gm. £¹ck
1125,157,gm. Ma³a Wieœ
1126,157,gm. Nowy Duninów
1127,157,gm. Radzanowo
1128,157,gm. S³ubice
1129,157,gm. S³upno
1130,157,gm. Stara Bia³a
1131,157,gm. StaroŸreby
1132,157,gm. Wyszogród
1133,158,gm. Baboszewo
1134,158,gm. Czerwiñsk nad Wis³¹
1135,158,gm. Dzierz¹¿nia
1136,158,gm. Joniec
1137,158,gm. Naruszewo
1138,158,gm. Nowe Miasto
1139,158,gm. P³oñsk
1140,158,gm. Raci¹¿
1141,158,gm. Sochocin
1142,158,gm. Za³uski
1143,158,m. P³oñsk
1144,158,m. Raci¹¿
1145,159,gm. Brwinów
1146,159,gm. Micha³owice
1147,159,gm. Nadarzyn
1148,159,gm. Raszyn
1149,159,m. Piastów
1150,159,m. Pruszków
1151,160,gm. Chorzele
1152,160,gm. Czernice Borowe
1153,160,gm. Jednoro¿ec
1154,160,gm. Krasne
1155,160,gm. Krzynow³oga Ma³a
1156,160,gm. Przasnysz
1157,160,m. Przasnysz
1158,161,gm. Borkowice
1159,161,gm. Gielniów
1160,161,gm. Klwów
1161,161,gm. Odrzywó³
1162,161,gm. Potworów
1163,161,gm. Przysucha
1164,161,gm. Rusinów
1165,161,gm. Wieniawa
1166,162,gm. Gzy
1167,162,gm. Obryte
1168,162,gm. Pokrzywnica
1169,162,gm. Pu³tusk
1170,162,gm. Œwiercze
1171,162,gm. Winnica
1172,162,gm. Zatory
1173,163,Radom
1174,164,gm. Gózd
1175,164,gm. I³¿a
1176,164,gm. Jastrzêbia
1177,164,gm. Jedliñsk
1178,164,gm. Jedlnia-Letnisko
1179,164,gm. Kowala
1180,164,gm. Pionki
1181,164,gm. Przytyk
1182,164,gm. Skaryszew
1183,164,gm. Wierzbica
1184,164,gm. Wolanów
1185,164,gm. Zakrzew
1186,164,m. Pionki
1187,165,Siedlce
1188,166,gm. Domanice
1189,166,gm. Korczew
1190,166,gm. Kotuñ
1191,166,gm. Mokobody
1192,166,gm. Mordy
1193,166,gm. Paprotnia
1194,166,gm. Przesmyki
1195,166,gm. Siedlce
1196,166,gm. Skórzec
1197,166,gm. Sucho¿ebry
1198,166,gm. Wiœniew
1199,166,gm. Wodynie
1200,166,gm. Zbuczyn
1201,167,gm. Gozdowo
1202,167,gm. Mochowo
1203,167,gm. Roœciszewo
1204,167,gm. Sierpc
1205,167,gm. Szczutowo
1206,167,gm. Zawidz
1207,167,m. Sierpc
1208,168,gm. Brochów
1209,168,gm. I³ów
1210,168,gm. M³odzieszyn
1211,168,gm. Nowa Sucha
1212,168,gm. Rybno
1213,168,gm. Sochaczew
1214,168,gm. Teresin
1215,168,m. Sochaczew
1216,169,gm. Bielany
1217,169,gm. Ceranów
1218,169,gm. Jab³onna Lacka
1219,169,gm. Kosów Lacki
1220,169,gm. Repki
1221,169,gm. Sabnie
1222,169,gm. Soko³ów Podlaski
1223,169,gm. Sterdyñ
1224,169,m. Soko³ów Podlaski
1225,170,Statki
1226,171,gm. Chlewiska
1227,171,gm. Jastrz¹b
1228,171,gm. Mirów
1229,171,gm. Oroñsko
1230,171,gm. Szyd³owiec
1231,172,Bemowo
1232,172,Bia³o³êka
1233,172,Bielany
1234,172,Mokotów
1235,172,Ochota
1236,172,Praga-Po³udnie
1237,172,Praga-Pó³noc
1238,172,Rembertów
1239,172,Œródmieœcie
1240,172,Targówek
1241,172,Ursus
1242,172,Ursynów
1243,172,Wawer
1244,172,Weso³a
1245,172,Wilanów
1246,172,W³ochy
1247,172,Wola
1248,172,¯oliborz
1249,173,gm. B³onie
1250,173,gm. Izabelin
1251,173,gm. Kampinos
1252,173,gm. Leszno
1253,173,gm. £omianki
1254,173,gm. O¿arów Mazowiecki
1255,173,gm. Stare Babice
1256,174,gm. Grêbków
1257,174,gm. Korytnica
1258,174,gm. Liw
1259,174,gm. £ochów
1260,174,gm. Miedzna
1261,174,gm. Sadowne
1262,174,gm. Stoczek
1263,174,gm. Wierzbno
1264,174,m. Wêgrów
1265,175,gm. D¹brówka
1266,175,gm. Jadów
1267,175,gm. Klembów
1268,175,gm. Poœwiêtne
1269,175,gm. Radzymin
1270,175,gm. Strachówka
1271,175,gm. T³uszcz
1272,175,gm. Wo³omin
1273,175,m. Koby³ka
1274,175,m. Marki
1275,175,m. Z¹bki
1276,175,m. Zielonka
1277,176,gm. Brañszczyk
1278,176,gm. D³ugosiod³o
1279,176,gm. Rz¹œnik
1280,176,gm. Somianka
1281,176,gm. Wyszków
1282,176,gm. Zabrodzie
1283,177,Zagranica
1284,178,gm. Kazanów
1285,178,gm. Policzna
1286,178,gm. Przy³êk
1287,178,gm. Tczów
1288,178,gm. Zwoleñ
1289,179,gm. Bie¿uñ
1290,179,gm. Kuczbork-Osada
1291,179,gm. Lubowidz
1292,179,gm. Lutocin
1293,179,gm. Siemi¹tkowo
1294,179,gm. ¯uromin
1295,180,gm. Mszczonów
1296,180,gm. Puszcza Mariañska
1297,180,gm. Radziejowice
1298,180,gm. Wiskitki
1299,180,m. ¯yrardów
1300,181,gm. Grodków
1301,181,gm. Lewin Brzeski
1302,181,gm. Lubsza
1303,181,gm. Olszanka
1304,181,gm. Skarbimierz
1305,181,m. Brzeg
1306,182,gm. Baborów
1307,182,gm. Branice
1308,182,gm. G³ubczyce
1309,182,gm. Kietrz
1310,183,gm. Bierawa
1311,183,gm. Cisek
1312,183,gm. Paw³owiczki
1313,183,gm. Polska Cerekiew
1314,183,gm. Reñska Wieœ
1315,183,m. Kêdzierzyn-KoŸle
1316,184,gm. Byczyna
1317,184,gm. Kluczbork
1318,184,gm. Lasowice Wielkie
1319,184,gm. Wo³czyn
1320,185,gm. Gogolin
1321,185,gm. Krapkowice
1322,185,gm. Strzeleczki
1323,185,gm. Walce
1324,185,gm. Zdzieszowice
1325,186,gm. Domaszowice
1326,186,gm. Namys³ów
1327,186,gm. Pokój
1328,186,gm. Œwierczów
1329,186,gm. Wilków
1330,187,gm. G³ucho³azy
1331,187,gm. Kamiennik
1332,187,gm. Korfantów
1333,187,gm. £ambinowice
1334,187,gm. Nysa
1335,187,gm. Otmuchów
1336,187,gm. Paczków
1337,187,gm. Pakos³awice
1338,187,gm. Skoroszyce
1339,188,gm. Dobrodzieñ
1340,188,gm. Gorzów Œl¹ski
1341,188,gm. Olesno
1342,188,gm. Praszka
1343,188,gm. Rad³ów
1344,188,gm. Rudniki
1345,188,gm. Zêbowice
1346,189,Opole
1347,190,gm. Chrz¹stowice
1348,190,gm. D¹browa
1349,190,gm. Dobrzeñ Wielki
1350,190,gm. Komprachcice
1351,190,gm. £ubniany
1352,190,gm. Murów
1353,190,gm. Niemodlin
1354,190,gm. Ozimek
1355,190,gm. Popielów
1356,190,gm. Prószków
1357,190,gm. Tarnów Opolski
1358,190,gm. Tu³owice
1359,190,gm. Turawa
1360,191,gm. Bia³a
1361,191,gm. G³ogówek
1362,191,gm. Lubrza
1363,191,gm. Prudnik
1364,192,gm. Izbicko
1365,192,gm. Jemielnica
1366,192,gm. Kolonowskie
1367,192,gm. Leœnica
1368,192,gm. Strzelce Opolskie
1369,192,gm. Ujazd
1370,192,gm. Zawadzkie
1371,193,gm. Czarna
1372,193,gm. Lutowiska
1373,193,gm. Ustrzyki Dolne
1374,194,gm. Brzozów
1375,194,gm. Domaradz
1376,194,gm. Dydnia
1377,194,gm. Haczów
1378,194,gm. Jasienica Rosielna
1379,194,gm. Nozdrzec
1380,195,gm. Brzostek
1381,195,gm. Czarna
1382,195,gm. Dêbica
1383,195,gm. Jod³owa
1384,195,gm. Pilzno
1385,195,gm. ¯yraków
1386,195,m. Dêbica
1387,196,gm. Ch³opice
1388,196,gm. Jaros³aw
1389,196,gm. Laszki
1390,196,gm. Paw³osiów
1391,196,gm. Pruchnik
1392,196,gm. Radymno
1393,196,gm. Rokietnica
1394,196,gm. RoŸwienica
1395,196,gm. Wi¹zownica
1396,196,m. Jaros³aw
1397,196,m. Radymno
1398,197,gm. Brzyska
1399,197,gm. Dêbowiec
1400,197,gm. Jas³o
1401,197,gm. Ko³aczyce
1402,197,gm. Krempna
1403,197,gm. Nowy ¯migród
1404,197,gm. Osiek Jasielski
1405,197,gm. Sko³yszyn
1406,197,gm. Tarnowiec
1407,197,m. Jas³o
1408,198,gm. Cmolas
1409,198,gm. Dzikowiec
1410,198,gm. Kolbuszowa
1411,198,gm. Majdan Królewski
1412,198,gm. Niwiska
1413,198,gm. Rani¿ów
1414,199,Krosno
1415,200,gm. Chorkówka
1416,200,gm. Dukla
1417,200,gm. Iwonicz-Zdrój
1418,200,gm. Jaœliska
1419,200,gm. Jedlicze
1420,200,gm. Korczyna
1421,200,gm. Kroœcienko Wy¿ne
1422,200,gm. Miejsce Piastowe
1423,200,gm. Rymanów
1424,200,gm. Wojaszówka
1425,201,gm. Baligród
1426,201,gm. Cisna
1427,201,gm. Lesko
1428,201,gm. Olszanica
1429,201,gm. Solina
1430,202,gm. Grodzisko Dolne
1431,202,gm. Kury³ówka
1432,202,gm. Le¿ajsk
1433,202,gm. Nowa Sarzyna
1434,202,m. Le¿ajsk
1435,203,gm. Cieszanów
1436,203,gm. Horyniec-Zdrój
1437,203,gm. Lubaczów
1438,203,gm. Narol
1439,203,gm. Oleszyce
1440,203,gm. Stary Dzików
1441,203,gm. Wielkie Oczy
1442,203,m. Lubaczów
1443,204,gm. Bia³obrzegi
1444,204,gm. Czarna
1445,204,gm. £añcut
1446,204,gm. Markowa
1447,204,gm. Rakszawa
1448,204,gm. ¯o³ynia
1449,204,m. £añcut
1450,205,gm. Borowa
1451,205,gm. Czermin
1452,205,gm. Gaw³uszowice
1453,205,gm. Mielec
1454,205,gm. Padew Narodowa
1455,205,gm. Przec³aw
1456,205,gm. Radomyœl Wielki
1457,205,gm. Tuszów Narodowy
1458,205,gm. Wadowice Górne
1459,205,m. Mielec
1460,206,gm. Harasiuki
1461,206,gm. Jarocin
1462,206,gm. Je¿owe
1463,206,gm. Krzeszów
1464,206,gm. Nisko
1465,206,gm. Rudnik nad Sanem
1466,206,gm. Ulanów
1467,207,gm. Bircza
1468,207,gm. Dubiecko
1469,207,gm. Fredropol
1470,207,gm. Krasiczyn
1471,207,gm. Krzywcza
1472,207,gm. Medyka
1473,207,gm. Or³y
1474,207,gm. Przemyœl
1475,207,gm. Stubno
1476,207,gm. ¯urawica
1477,208,Przemyœl
1478,209,gm. Adamówka
1479,209,gm. Gaæ
1480,209,gm. Jawornik Polski
1481,209,gm. Kañczuga
1482,209,gm. Przeworsk
1483,209,gm. Sieniawa
1484,209,gm. Tryñcza
1485,209,gm. Zarzecze
1486,209,m. Przeworsk
1487,210,gm. Iwierzyce
1488,210,gm. Ostrów
1489,210,gm. Ropczyce
1490,210,gm. Sêdziszów Ma³opolski
1491,210,gm. Wielopole Skrzyñskie
1492,211,gm. B³a¿owa
1493,211,gm. Boguchwa³a
1494,211,gm. Chmielnik
1495,211,gm. Dynów
1496,211,gm. G³ogów Ma³opolski
1497,211,gm. Hy¿ne
1498,211,gm. Kamieñ
1499,211,gm. Krasne
1500,211,gm. Lubenia
1501,211,gm. Soko³ów Ma³opolski
1502,211,gm. Œwilcza
1503,211,gm. Trzebownisko
1504,211,gm. Tyczyn
1505,211,m. Dynów
1506,212,Rzeszów
1507,213,gm. Besko
1508,213,gm. Bukowsko
1509,213,gm. Komañcza
1510,213,gm. Sanok
1511,213,gm. Tyrawa Wo³oska
1512,213,gm. Zagórz
1513,213,gm. Zarszyn
1514,213,m. Sanok
1515,214,gm. Bojanów
1516,214,gm. Pysznica
1517,214,gm. Radomyœl nad Sanem
1518,214,gm. Zaklików
1519,214,gm. Zaleszany
1520,214,m. Stalowa Wola
1521,215,gm. Czudec
1522,215,gm. Frysztak
1523,215,gm. Niebylec
1524,215,gm. Strzy¿ów
1525,215,gm. Wiœniowa
1526,216,Tarnobrzeg
1527,217,gm. Baranów Sandomierski
1528,217,gm. Gorzyce
1529,217,gm. Grêbów
1530,217,gm. Nowa Dêba
1531,218,gm. Augustów
1532,218,gm. Barg³ów Koœcielny
1533,218,gm. Lipsk
1534,218,gm. Nowinka
1535,218,gm. P³aska
1536,218,gm. Sztabin
1537,218,m. Augustów
1538,219,gm. Choroszcz
1539,219,gm. Czarna Bia³ostocka
1540,219,gm. Dobrzyniewo Du¿e
1541,219,gm. Gródek
1542,219,gm. Juchnowiec Koœcielny
1543,219,gm. £apy
1544,219,gm. Micha³owo
1545,219,gm. Poœwiêtne
1546,219,gm. Supraœl
1547,219,gm. Sura¿
1548,219,gm. Turoœñ Koœcielna
1549,219,gm. Tykocin
1550,219,gm. Wasilków
1551,219,gm. Zab³udów
1552,219,gm. Zawady
1553,220,Bia³ystok
1554,221,gm. Bielsk Podlaski
1555,221,gm. Boæki
1556,221,gm. Brañsk
1557,221,gm. Orla
1558,221,gm. Rudka
1559,221,gm. Wyszki
1560,221,m. Bielsk Podlaski
1561,221,m. Brañsk
1562,222,gm. Grajewo
1563,222,gm. Radzi³ów
1564,222,gm. Rajgród
1565,222,gm. Szczuczyn
1566,222,gm. W¹sosz
1567,222,m. Grajewo
1568,223,gm. Bia³owie¿a
1569,223,gm. Czeremcha
1570,223,gm. Czy¿e
1571,223,gm. Dubicze Cerkiewne
1572,223,gm. Hajnówka
1573,223,gm. Kleszczele
1574,223,gm. Narew
1575,223,gm. Narewka
1576,223,m. Hajnówka
1577,224,gm. Grabowo
1578,224,gm. Kolno
1579,224,gm. Ma³y P³ock
1580,224,gm. Stawiski
1581,224,gm. Turoœl
1582,224,m. Kolno
1583,225,£om¿a
1584,226,gm. Jedwabne
1585,226,gm. £om¿a
1586,226,gm. Miastkowo
1587,226,gm. Nowogród
1588,226,gm. Pi¹tnica
1589,226,gm. Przytu³y
1590,226,gm. Œniadowo
1591,226,gm. Wizna
1592,226,gm. Zbójna
1593,227,gm. Goni¹dz
1594,227,gm. Jasionówka
1595,227,gm. Jaœwi³y
1596,227,gm. Knyszyn
1597,227,gm. Krypno
1598,227,gm. Moñki
1599,227,gm. Trzcianne
1600,228,gm. Giby
1601,228,gm. Krasnopol
1602,228,gm. Puñsk
1603,228,gm. Sejny
1604,228,m. Sejny
1605,229,gm. Drohiczyn
1606,229,gm. Dziadkowice
1607,229,gm. Grodzisk
1608,229,gm. Mielnik
1609,229,gm. Milejczyce
1610,229,gm. Nurzec-Stacja
1611,229,gm. Perlejewo
1612,229,gm. Siemiatycze
1613,229,m. Siemiatycze
1614,230,gm. D¹browa Bia³ostocka
1615,230,gm. Janów
1616,230,gm. Korycin
1617,230,gm. Krynki
1618,230,gm. KuŸnica
1619,230,gm. Nowy Dwór
1620,230,gm. Sidra
1621,230,gm. Sokó³ka
1622,230,gm. Suchowola
1623,230,gm. Szudzia³owo
1624,231,gm. Baka³arzewo
1625,231,gm. Filipów
1626,231,gm. Jeleniewo
1627,231,gm. Przeroœl
1628,231,gm. Raczki
1629,231,gm. Rutka-Tartak
1630,231,gm. Suwa³ki
1631,231,gm. Szypliszki
1632,231,gm. Wi¿ajny
1633,232,Suwa³ki
1634,233,gm. Ciechanowiec
1635,233,gm. Czy¿ew
1636,233,gm. Klukowo
1637,233,gm. Kobylin-Borzymy
1638,233,gm. Kulesze Koœcielne
1639,233,gm. Nowe Piekuty
1640,233,gm. Soko³y
1641,233,gm. Szepietowo
1642,233,gm. Wysokie Mazowieckie
1643,233,m. Wysokie Mazowieckie
1644,234,gm. Ko³aki Koœcielne
1645,234,gm. Rutki
1646,234,gm. Szumowo
1647,234,gm. Zambrów
1648,234,m. Zambrów
1649,235,gm. Borzytuchom
1650,235,gm. Bytów
1651,235,gm. Czarna D¹brówka
1652,235,gm. Ko³czyg³owy
1653,235,gm. Lipnica
1654,235,gm. Miastko
1655,235,gm. Parchowo
1656,235,gm. Studzienice
1657,235,gm. Trzebielino
1658,235,gm. Tuchomie
1659,236,gm. Brusy
1660,236,gm. Chojnice
1661,236,gm. Czersk
1662,236,gm. Konarzyny
1663,236,m. Chojnice
1664,237,gm. Czarne
1665,237,gm. Cz³uchów
1666,237,gm. Debrzno
1667,237,gm. Kocza³a
1668,237,gm. Przechlewo
1669,237,gm. Rzeczenica
1670,237,m. Cz³uchów
1671,238,Gdañsk
1672,239,gm. Cedry Wielkie
1673,239,gm. Kolbudy
1674,239,gm. Pruszcz Gdañski
1675,239,gm. Przywidz
1676,239,gm. Pszczó³ki
1677,239,gm. Suchy D¹b
1678,239,gm. Tr¹bki Wielkie
